unit,cycle,Nc,NRc,T50,T30,htBleed,P30,phi,T24,Ps30,W31,W32,NRf,Nf,BPR,RUL
26,191,9139.45,8200.26,1424.87,1606.06,397,551.83,519.97,643.59,47.95,38.58,23.0404,2388.16,2388.13,8.5494,8
26,192,9143.79,8198.45,1425.02,1602.26,397,551.89,520.34,643.7,48.02,38.43,23.11,2388.21,2388.15,8.5053,7
26,193,9139.84,8204.37,1427.13,1598.78,396,551.78,519.8,643.32,47.98,38.39,23.1663,2388.15,2388.19,8.5207,6
26,194,9143.97,8208.26,1432.5,1599.33,397,552.14,520.48,643.71,48.04,38.66,23.0408,2388.17,2388.13,8.5348,5
26,195,9145.59,8214.85,1422.33,1607.92,396,552.0,520.44,643.49,48.03,38.57,23.114,2388.16,2388.16,8.5399,4
26,196,9158.85,8215.55,1427.18,1603.45,395,552.02,520.28,643.57,47.98,38.46,23.0408,2388.16,2388.14,8.4726,3
26,197,9150.89,8219.41,1426.78,1602.29,398,551.23,520.41,644.04,48.14,38.57,23.0534,2388.13,2388.16,8.5083,2
26,198,9154.0,8213.47,1421.29,1599.73,397,551.57,520.53,643.24,48.07,38.45,23.1852,2388.16,2388.19,8.5098,1
26,199,9159.51,8222.42,1432.5,1599.25,398,551.79,519.2,643.51,48.05,38.27,22.9867,2388.2,2388.19,8.5347,0
27,1,9053.27,8144.58,1403.33,1592.81,391,554.08,521.21,642.41,47.61,38.74,23.3425,2388.06,2388.08,8.4088,125
27,2,9062.24,8138.82,1404.96,1590.48,395,554.39,521.95,642.6,47.4,39.04,23.4075,2388.11,2388.02,8.4346,125
27,3,9059.84,8145.91,1401.67,1581.71,391,553.69,521.95,642.3,47.38,38.75,23.2521,2388.07,2388.07,8.4253,125
27,4,9066.11,8141.46,1407.46,1587.25,394,553.56,521.98,643.04,47.36,38.8,23.333,2388.03,2388.06,8.433,125
27,5,9057.75,8138.58,1406.82,1584.61,394,554.18,521.96,642.47,47.44,38.98,23.392,2388.06,2388.04,8.4384,125
27,6,9059.92,8145.23,1409.51,1584.48,393,554.65,521.75,642.3,47.44,38.9,23.319,2388.06,2388.02,8.4208,125
27,7,9069.62,8140.38,1409.94,1595.67,393,552.85,521.21,642.27,47.45,38.97,23.2795,2388.06,2388.09,8.4177,125
27,8,9066.23,8146.22,1407.34,1579.66,394,553.45,522.36,642.45,47.48,38.82,23.3563,2388.05,2388.06,8.4298,125
27,9,9068.2,8144.82,1408.99,1593.52,392,553.74,521.29,642.59,47.34,38.94,23.3202,2388.08,2388.04,8.4011,125
27,10,9066.4,8142.33,1408.67,1592.24,393,554.03,521.19,642.54,47.52,38.95,23.4244,2388.09,2388.08,8.4128,125
27,11,9062.55,8142.34,1392.42,1586.12,392,553.0,521.82,642.57,47.44,38.91,23.362,2388.15,2388.11,8.4378,125
27,12,9065.14,8138.0,1404.75,1587.31,393,553.34,522.05,642.48,47.45,38.82,23.3062,2388.04,2388.04,8.4468,125
27,13,9061.13,8144.86,1410.72,1588.83,392,553.02,521.87,642.36,47.44,38.64,23.3662,2388.09,2388.08,8.4276,125
27,14,9056.57,8151.14,1407.41,1583.56,394,553.82,521.98,642.37,47.31,38.97,23.3414,2388.07,2388.05,8.4452,125
27,15,9069.72,8141.61,1402.81,1583.7,393,553.9,521.67,642.33,47.42,38.73,23.3552,2388.06,2388.03,8.4514,125
27,16,9067.64,8138.07,1403.97,1585.16,392,552.58,521.55,642.4,47.5,38.82,23.3333,2388.02,2388.06,8.4352,125
27,17,9061.41,8150.68,1407.19,1591.04,393,554.56,521.6,641.78,47.4,38.86,23.3798,2388.06,2388.0,8.4351,125
27,18,9064.92,8139.6,1396.7,1590.43,393,553.71,521.43,642.61,47.37,38.84,23.3399,2388.09,2388.1,8.4055,125
27,19,9062.02,8142.48,1399.5,1581.23,393,553.43,521.86,642.47,47.42,38.8,23.3244,2388.04,2388.11,8.4082,125
27,20,9064.36,8139.17,1407.16,1592.44,393,553.88,521.61,642.66,47.4,38.9,23.3725,2388.08,2388.02,8.45,125
27,21,9067.88,8142.5,1395.72,1584.78,392,553.86,522.07,642.56,47.47,38.83,23.358,2388.01,2388.02,8.4341,125
27,22,9059.1,8145.14,1405.19,1590.65,393,552.86,522.0,642.75,47.53,38.89,23.3225,2388.06,2388.07,8.4121,125
27,23,9064.01,8142.42,1407.18,1590.01,393,553.67,521.71,642.3,47.52,38.89,23.2872,2388.05,2388.09,8.4264,125
27,24,9073.32,8150.47,1404.67,1594.77,393,553.5,520.89,642.54,47.44,38.91,23.3274,2388.12,2387.97,8.4451,125
27,25,9066.2,8140.16,1403.35,1590.71,393,554.51,522.1,642.54,47.24,38.9,23.2058,2388.1,2388.14,8.427,125
27,26,9063.43,8144.18,1398.58,1587.42,391,554.09,522.04,642.61,47.37,38.74,23.2886,2388.06,2388.06,8.4276,125
27,27,9069.36,8148.06,1406.02,1585.31,393,552.99,521.77,642.32,47.31,39.02,23.3902,2388.08,2388.07,8.4601,125
27,28,9067.38,8145.93,1404.2,1586.9,393,554.33,522.21,642.55,47.34,39.12,23.3839,2388.04,2388.11,8.3907,125
27,29,9063.3,8145.78,1405.78,1583.07,392,553.98,521.91,642.5,47.35,38.89,23.2319,2388.04,2388.06,8.4348,125
27,30,9061.47,8149.79,1395.35,1589.12,393,554.02,521.5,642.46,47.34,38.75,23.2781,2388.05,2388.05,8.4483,125
27,31,9056.41,8145.08,1404.34,1590.1,392,553.94,521.61,642.7,47.47,38.72,23.3471,2388.03,2388.03,8.4361,125
27,32,9058.45,8142.86,1404.68,1589.05,393,553.58,521.48,642.55,47.45,38.66,23.3432,2388.01,2388.02,8.4304,124
27,33,9060.42,8145.23,1407.24,1590.6,394,553.03,521.75,642.06,47.37,38.89,23.2982,2388.06,2388.07,8.446,123
27,34,9062.04,8137.51,1403.23,1597.39,393,553.9,522.2,642.93,47.25,38.92,23.3944,2388.04,2388.1,8.4496,122
27,35,9066.63,8138.47,1405.62,1591.21,392,553.41,521.89,642.31,47.45,38.91,23.365,2388.05,2388.06,8.4391,121
27,36,9068.67,8139.3,1407.68,1596.79,393,554.49,521.56,642.16,47.45,38.98,23.2749,2388.06,2388.1,8.3947,120
27,37,9067.53,8142.31,1401.08,1587.68,391,554.49,521.81,642.69,47.28,38.87,23.4123,2388.04,2388.08,8.4219,119
27,38,9070.16,8144.39,1409.48,1587.12,392,554.18,522.24,642.55,47.52,38.96,23.3179,2388.07,2388.06,8.4059,118
27,39,9060.09,8145.37,1405.18,1589.69,393,553.64,521.94,642.26,47.57,39.0,23.3514,2388.1,2388.02,8.4273,117
27,40,9064.69,8150.59,1409.89,1592.01,393,554.32,521.57,642.42,47.53,38.85,23.3694,2388.05,2388.08,8.4624,116
27,41,9057.14,8142.24,1404.96,1583.26,392,553.73,521.64,642.21,47.44,38.87,23.165,2388.12,2388.06,8.4502,115
27,42,9068.4,8145.28,1407.92,1581.57,393,553.41,521.29,642.94,47.37,38.94,23.3386,2388.06,2388.04,8.4601,114
27,43,9064.24,8149.36,1401.74,1591.34,394,553.68,521.49,642.84,47.38,38.79,23.3086,2388.12,2388.13,8.4171,113
27,44,9072.87,8143.18,1397.69,1583.25,393,554.14,521.52,642.81,47.45,38.87,23.2843,2388.02,2388.09,8.4091,112
27,45,9063.77,8146.51,1412.34,1588.66,392,554.03,521.21,642.5,47.58,39.02,23.2726,2388.04,2388.05,8.4182,111
27,46,9070.12,8141.42,1400.43,1585.98,392,554.23,521.48,642.48,47.32,38.86,23.3129,2388.05,2388.05,8.4178,110
27,47,9068.49,8141.68,1409.2,1590.28,392,553.25,521.83,642.32,47.47,38.87,23.2718,2388.04,2388.1,8.4431,109
27,48,9066.14,8140.35,1412.48,1593.64,393,553.45,521.73,643.11,47.6,38.88,23.4464,2388.09,2388.06,8.4163,108
27,49,9071.78,8152.53,1408.22,1590.33,392,553.53,521.74,642.05,47.54,38.92,23.3259,2388.08,2388.07,8.4277,107
27,50,9066.57,8147.41,1406.8,1588.5,394,553.36,521.26,643.12,47.64,39.0,23.3386,2388.07,2388.11,8.4129,106
27,51,9065.55,8144.87,1409.24,1590.41,393,553.16,521.76,642.53,47.37,38.93,23.4062,2388.12,2388.03,8.4392,105
27,52,9063.27,8137.45,1404.88,1592.59,391,553.17,521.31,642.86,47.59,38.98,23.288,2388.09,2388.03,8.4518,104
27,53,9060.79,8141.03,1408.94,1584.63,392,553.14,522.0,642.56,47.46,38.78,23.3635,2388.07,2388.06,8.4146,103
27,54,9063.37,8149.35,1407.3,1584.73,392,553.53,521.52,642.62,47.52,38.9,23.2081,2388.13,2388.06,8.4461,102
27,55,9065.81,8148.28,1403.66,1590.34,393,554.97,521.68,642.28,47.45,38.92,23.4158,2388.12,2388.05,8.4398,101
27,56,9065.89,8136.03,1403.35,1595.92,393,553.23,521.48,642.91,47.21,38.9,23.3764,2388.07,2388.09,8.4514,100
27,57,9066.79,8141.63,1410.43,1590.69,393,554.17,521.45,642.26,47.62,38.79,23.3128,2388.11,2388.03,8.4204,99
27,58,9069.47,8143.44,1401.33,1584.91,393,552.96,521.26,642.57,47.45,38.92,23.3731,2388.07,2388.05,8.4361,98
27,59,9063.77,8146.7,1406.05,1595.99,394,552.99,521.69,641.89,47.66,38.76,23.357,2388.05,2388.11,8.4306,97
27,60,9069.95,8147.55,1407.53,1587.22,392,553.02,521.53,642.78,47.51,38.77,23.2111,2388.06,2388.07,8.4413,96
27,61,9071.13,8148.23,1408.91,1591.03,392,552.82,521.15,642.56,47.39,38.69,23.379,2388.11,2388.09,8.4327,95
27,62,9064.77,8144.23,1414.54,1588.61,392,553.51,521.63,642.26,47.38,38.93,23.2637,2388.04,2388.1,8.4336,94
27,63,9060.33,8148.73,1416.28,1590.1,393,552.61,521.49,642.33,47.41,38.93,23.2869,2388.05,2388.08,8.4618,93
27,64,9068.6,8146.86,1403.31,1591.45,393,553.92,521.87,642.59,47.55,39.07,23.3385,2388.05,2388.15,8.4189,92
27,65,9060.49,8138.62,1406.97,1590.78,393,553.23,522.24,642.7,47.63,38.88,23.3298,2388.06,2388.1,8.4179,91
27,66,9065.48,8142.88,1406.18,1589.64,393,553.8,521.52,642.81,47.47,38.9,23.1849,2388.09,2388.07,8.4438,90
27,67,9069.14,8142.67,1412.39,1586.59,395,554.0,521.83,642.57,47.43,38.94,23.3121,2388.07,2388.07,8.4508,89
27,68,9069.39,8147.8,1413.68,1593.25,392,553.45,522.14,642.73,47.34,38.8,23.3597,2388.12,2388.1,8.428,88
27,69,9066.37,8149.25,1407.13,1578.13,394,553.32,522.12,642.77,47.54,38.78,23.364,2388.05,2388.08,8.427,87
27,70,9066.9,8142.63,1408.9,1584.62,394,553.2,521.9,642.53,47.44,38.88,23.3443,2388.09,2388.08,8.4254,86
27,71,9066.69,8147.87,1404.91,1593.27,393,552.78,521.98,642.7,47.56,38.98,23.3195,2388.07,2388.08,8.3924,85
27,72,9070.38,8142.34,1409.4,1584.8,392,553.28,522.03,642.85,47.5,38.82,23.2761,2388.13,2388.07,8.4406,84
27,73,9070.22,8149.48,1403.62,1595.96,393,553.38,521.66,642.83,47.52,38.83,23.2556,2388.12,2388.08,8.408,83
27,74,9065.28,8148.24,1403.14,1589.75,393,554.42,521.83,642.43,47.54,39.06,23.3193,2388.12,2388.08,8.4408,82
27,75,9071.52,8144.03,1411.99,1589.51,393,553.49,521.93,642.76,47.46,38.68,23.3404,2388.13,2388.04,8.4467,81
27,76,9064.55,8143.37,1407.5,1587.74,393,553.38,521.65,642.5,47.56,38.94,23.3429,2388.11,2388.06,8.4191,80
27,77,9076.28,8153.49,1409.32,1588.09,392,554.35,521.62,642.87,47.46,38.9,23.3397,2388.14,2388.03,8.4316,79
27,78,9070.92,8145.92,1411.26,1593.59,395,553.09,521.76,642.43,47.45,38.85,23.3428,2388.09,2388.1,8.429,78
27,79,9071.87,8141.38,1410.78,1584.93,394,553.87,521.29,642.7,47.42,38.73,23.2766,2388.12,2388.12,8.4376,77
27,80,9069.73,8151.22,1414.87,1587.58,393,553.53,521.35,641.84,47.46,38.84,23.2138,2388.06,2388.02,8.4667,76
27,81,9063.08,8147.64,1410.54,1590.25,393,553.74,522.07,643.16,47.42,38.82,23.3558,2388.12,2388.09,8.444,75
27,82,9061.03,8150.9,1415.54,1600.91,392,553.5,521.68,642.5,47.48,38.75,23.3561,2388.08,2388.09,8.3974,74
27,83,9072.18,8153.05,1399.22,1591.16,394,553.41,520.86,642.24,47.53,38.92,23.3416,2388.1,2388.07,8.4279,73
27,84,9069.1,8147.08,1411.12,1590.75,395,553.21,521.86,643.05,47.63,38.72,23.3699,2388.15,2388.11,8.4312,72
27,85,9074.25,8151.2,1409.92,1591.36,392,553.28,521.37,641.86,47.63,38.93,23.3496,2388.02,2388.09,8.4562,71
27,86,9070.13,8149.27,1403.79,1593.17,393,553.76,521.0,642.87,47.58,39.1,23.2941,2388.07,2388.1,8.4437,70
27,87,9067.17,8147.15,1411.77,1590.85,391,553.85,521.42,642.63,47.61,38.7,23.2104,2388.12,2388.1,8.4775,69
27,88,9068.5,8152.72,1407.36,1586.24,392,553.15,520.59,643.0,47.51,38.82,23.3788,2388.06,2388.05,8.4216,68
27,89,9074.96,8145.83,1410.14,1595.61,394,553.43,520.92,642.6,47.47,38.86,23.1602,2388.08,2388.07,8.4042,67
27,90,9069.56,8151.82,1408.51,1591.67,394,553.68,520.97,642.13,47.6,38.68,23.3718,2388.12,2388.08,8.4565,66
27,91,9072.4,8148.73,1409.25,1590.89,394,553.26,521.51,642.94,47.54,39.03,23.1897,2388.03,2388.07,8.457,65
27,92,9072.9,8149.25,1408.21,1585.96,393,553.18,521.03,642.48,47.69,38.86,23.2057,2388.05,2388.09,8.4985,64
27,93,9074.79,8151.5,1417.3,1592.61,394,553.58,521.03,642.64,47.43,38.71,23.303,2388.13,2388.12,8.4139,63
27,94,9086.81,8151.6,1409.0,1597.87,394,553.78,521.51,642.41,47.54,38.76,23.2785,2388.06,2388.07,8.4572,62
27,95,9082.15,8146.29,1408.35,1595.23,392,552.69,522.37,643.26,47.71,38.87,23.2952,2388.11,2388.07,8.4474,61
27,96,9073.48,8153.95,1415.73,1590.7,393,553.07,520.96,642.66,47.67,38.65,23.31,2388.05,2388.06,8.484,60
27,97,9075.95,8151.37,1417.08,1584.43,392,552.48,521.28,643.17,47.53,38.76,23.2503,2388.13,2388.1,8.4153,59
27,98,9079.74,8146.12,1408.5,1586.18,394,552.75,521.06,642.59,47.73,38.82,23.1136,2388.15,2388.08,8.4508,58
27,99,9077.61,8155.67,1414.29,1591.88,394,553.3,521.05,642.65,47.5,38.99,23.4543,2388.1,2388.1,8.4217,57
27,100,9074.93,8153.67,1405.82,1591.27,392,553.08,520.96,642.41,47.5,38.93,23.3242,2388.13,2388.12,8.4529,56
27,101,9072.0,8150.66,1409.52,1590.05,393,553.08,521.5,642.97,47.58,38.79,23.273,2388.05,2388.08,8.4494,55
27,102,9083.46,8150.19,1410.49,1596.27,393,552.4,521.26,643.27,47.69,38.71,23.1543,2388.1,2388.11,8.4381,54
27,103,9070.84,8150.48,1417.33,1598.29,395,552.39,520.88,642.92,47.62,38.86,23.2877,2388.08,2388.12,8.4145,53
27,104,9079.04,8151.72,1411.59,1590.26,393,553.29,521.37,642.8,47.64,38.84,23.2414,2388.06,2388.12,8.4773,52
27,105,9072.32,8160.01,1408.62,1594.54,393,553.07,521.57,642.78,47.59,39.01,23.3349,2388.05,2388.12,8.4467,51
27,106,9070.42,8159.72,1413.43,1591.24,396,553.27,521.17,643.22,47.73,38.63,23.3546,2388.11,2388.08,8.4402,50
27,107,9079.41,8158.35,1415.59,1592.6,393,553.25,520.91,643.06,47.61,38.98,23.2095,2388.07,2388.1,8.4471,49
27,108,9078.18,8152.68,1410.2,1586.58,394,553.29,521.28,642.5,47.47,38.73,23.3405,2388.1,2388.1,8.4409,48
27,109,9079.2,8154.77,1402.48,1596.46,395,552.89,520.72,643.03,47.65,38.56,23.238,2388.08,2388.07,8.4645,47
27,110,9082.82,8159.55,1416.82,1597.79,394,553.23,521.39,643.17,47.58,38.74,23.2156,2388.09,2388.1,8.4654,46
27,111,9086.44,8157.77,1408.68,1587.76,393,552.55,521.2,643.07,47.5,38.75,23.1462,2388.06,2388.1,8.4732,45
27,112,9086.26,8163.05,1419.78,1593.06,394,552.7,520.87,642.55,47.82,38.72,23.2291,2388.05,2388.11,8.4971,44
27,113,9084.23,8154.77,1419.08,1590.1,394,553.33,521.38,642.01,47.66,38.86,23.2555,2388.11,2388.12,8.4996,43
27,114,9085.75,8154.36,1409.5,1589.31,393,553.45,520.56,642.62,47.62,38.75,23.3215,2388.12,2388.16,8.4495,42
27,115,9080.95,8162.12,1406.79,1596.43,393,553.37,521.61,643.15,47.74,38.75,23.2533,2388.12,2388.1,8.424,41
27,116,9087.05,8162.59,1414.22,1595.3,392,553.75,521.55,643.03,47.69,38.58,23.2533,2388.09,2388.12,8.4847,40
27,117,9086.99,8161.24,1412.68,1594.45,394,553.08,520.64,643.13,47.63,38.82,23.2818,2388.11,2388.09,8.4794,39
27,118,9083.29,8157.21,1409.07,1596.54,394,553.06,520.65,642.66,47.82,38.69,23.2242,2388.11,2388.06,8.4542,38
27,119,9086.62,8156.58,1413.67,1601.47,394,552.57,520.96,642.63,47.71,38.67,23.1955,2388.11,2388.04,8.4609,37
27,120,9086.22,8160.94,1415.04,1596.71,394,551.91,520.73,643.3,47.84,38.8,23.1596,2388.05,2388.08,8.4257,36
27,121,9087.76,8162.94,1411.54,1596.07,395,553.52,521.19,642.67,47.73,38.81,23.2751,2388.11,2388.07,8.4937,35
27,122,9082.24,8161.81,1411.04,1594.96,394,552.51,520.9,642.78,47.62,38.64,23.2634,2388.13,2388.11,8.4538,34
27,123,9085.06,8160.55,1418.59,1593.26,395,553.0,520.44,643.01,47.79,38.77,23.2581,2388.13,2388.11,8.5044,33
27,124,9091.19,8161.2,1420.21,1594.17,393,552.91,521.12,643.02,47.74,38.54,23.2164,2388.08,2388.14,8.4511,32
27,125,9088.49,8164.12,1414.68,1594.14,393,553.37,521.4,643.3,47.48,38.65,23.1363,2388.16,2388.13,8.4702,31
27,126,9092.73,8167.14,1418.16,1601.52,393,552.71,520.72,643.13,47.86,38.69,23.2992,2388.05,2388.05,8.4775,30
27,127,9095.28,8167.12,1413.76,1589.48,393,552.81,520.78,642.93,47.95,38.64,23.2686,2388.1,2388.08,8.4782,29
27,128,9100.82,8162.7,1418.09,1597.56,396,552.65,520.65,642.99,47.73,38.77,23.201,2388.11,2388.11,8.421,28
27,129,9091.64,8169.46,1414.87,1596.58,395,552.18,520.84,642.82,47.72,38.78,23.2787,2388.09,2388.11,8.4733,27
27,130,9098.26,8172.5,1415.13,1588.93,393,552.34,521.13,643.14,47.76,38.71,23.1785,2388.16,2388.13,8.4932,26
27,131,9095.96,8171.63,1419.49,1596.17,396,552.19,521.24,642.63,47.82,38.56,23.2102,2388.19,2388.11,8.4656,25
27,132,9096.31,8165.34,1414.83,1596.9,395,553.17,520.71,643.56,47.81,38.64,23.1495,2388.12,2388.11,8.4617,24
27,133,9102.37,8169.51,1413.51,1596.44,395,553.15,520.61,643.82,47.74,38.66,23.135,2388.15,2388.09,8.473,23
27,134,9099.55,8176.05,1415.44,1594.9,395,552.61,521.26,643.55,47.85,38.69,23.1422,2388.09,2388.17,8.4878,22
27,135,9100.56,8172.55,1421.02,1599.93,395,553.28,520.67,642.84,47.57,38.72,23.1423,2388.11,2388.08,8.4401,21
27,136,9103.92,8173.82,1420.99,1597.34,395,552.33,520.63,643.43,47.82,38.6,23.1191,2388.13,2388.16,8.48,20
27,137,9109.46,8175.11,1421.48,1587.85,395,552.31,520.37,643.42,47.96,38.39,23.2479,2388.13,2388.14,8.47,19
27,138,9112.02,8179.58,1423.73,1600.39,397,552.47,520.55,643.79,47.78,38.46,23.1376,2388.14,2388.12,8.5029,18
27,139,9109.28,8169.95,1418.5,1604.41,395,552.66,520.2,643.55,47.95,38.63,23.2009,2388.14,2388.12,8.4694,17
27,140,9106.13,8180.48,1418.17,1590.08,394,552.13,520.3,643.03,47.82,38.5,23.1819,2388.15,2388.15,8.5094,16
27,141,9112.38,8187.91,1418.75,1595.21,394,551.98,520.69,643.77,47.77,38.51,23.1364,2388.15,2388.2,8.4834,15
27,142,9117.4,8185.09,1416.04,1595.77,394,552.63,521.08,643.22,48.09,38.6,23.0974,2388.14,2388.14,8.4769,14
27,143,9118.63,8181.83,1421.92,1602.64,394,552.5,520.53,643.27,47.88,38.5,23.0649,2388.12,2388.19,8.5029,13
27,144,9121.87,8184.17,1422.56,1602.76,395,551.99,520.05,643.38,48.09,38.67,23.137,2388.11,2388.17,8.4962,12
27,145,9118.9,8185.61,1423.96,1599.55,395,551.38,520.74,643.56,48.07,38.69,23.15,2388.14,2388.12,8.5521,11
27,146,9121.63,8185.95,1424.26,1605.27,396,551.89,520.78,644.0,48.09,38.45,23.0716,2388.19,2388.15,8.4684,10
27,147,9118.21,8194.26,1423.26,1599.15,397,551.4,520.66,643.6,47.98,38.58,23.0639,2388.15,2388.16,8.4949,9
27,148,9126.28,8187.57,1424.36,1604.17,395,552.45,520.19,643.3,47.86,38.47,23.1164,2388.22,2388.17,8.4951,8
27,149,9122.95,8194.73,1422.67,1598.75,395,552.41,520.25,643.4,47.99,38.38,23.1406,2388.14,2388.14,8.5158,7
27,150,9133.75,8196.73,1419.47,1599.94,398,551.51,519.94,643.75,47.99,38.42,23.1674,2388.13,2388.17,8.5362,6
27,151,9129.98,8195.98,1423.42,1604.42,397,551.31,520.3,643.48,48.11,38.48,23.1837,2388.16,2388.17,8.5312,5
27,152,9131.86,8196.96,1416.81,1600.46,396,551.96,520.3,643.64,48.11,38.53,23.082,2388.24,2388.16,8.5054,4
27,153,9129.9,8202.69,1429.2,1600.98,395,551.83,520.29,643.57,47.9,38.3,23.0855,2388.19,2388.17,8.4995,3
27,154,9140.82,8205.16,1431.34,1606.27,397,551.47,519.87,643.8,48.15,38.55,23.098,2388.19,2388.18,8.502,2
27,155,9143.95,8200.38,1422.32,1607.67,398,551.62,520.09,643.5,48.07,38.56,23.1217,2388.25,2388.14,8.5216,1
27,156,9141.14,8210.07,1429.06,1606.45,397,551.51,519.43,643.76,48.26,38.65,23.0772,2388.15,2388.17,8.5259,0
28,1,9068.32,8145.82,1392.44,1584.11,391,554.84,522.67,642.14,47.14,39.18,23.3642,2388.0,2387.99,8.3899,125
28,2,9056.19,8143.47,1391.7,1583.78,391,555.39,522.75,642.41,47.05,39.22,23.4739,2387.98,2387.99,8.3977,125
28,3,9066.04,8139.99,1396.23,1583.81,391,554.32,521.84,642.13,47.27,39.1,23.5312,2387.99,2388.01,8.3898,125
28,4,9065.22,8145.79,1395.05,1593.03,393,554.87,522.72,642.51,47.07,39.01,23.3791,2388.02,2387.95,8.3887,125
28,5,9060.76,8140.29,1396.3,1577.87,394,554.4,522.95,642.39,47.1,39.01,23.4707,2387.96,2387.98,8.3771,125
28,6,9061.02,8147.97,1403.77,1591.74,391,554.05,522.42,642.07,47.11,39.01,23.489,2388.0,2388.01,8.3618,125
28,7,9059.22,8140.33,1400.44,1581.85,391,554.79,522.75,642.05,46.94,39.11,23.519,2388.02,2387.98,8.439,125
28,8,9054.45,8144.25,1395.98,1589.79,391,554.41,522.38,642.21,47.27,39.08,23.5862,2387.92,2388.0,8.3898,125
28,9,9058.03,8145.92,1401.82,1585.04,392,554.79,522.48,642.12,47.16,38.86,23.4515,2387.93,2387.99,8.3858,125
28,10,9066.17,8146.34,1396.79,1580.24,391,554.71,521.77,642.01,47.1,39.06,23.4235,2388.03,2387.98,8.3912,125
28,11,9061.34,8146.04,1396.13,1587.71,391,554.6,522.39,642.31,47.02,39.04,23.3447,2388.04,2388.03,8.4056,125
28,12,9062.82,8144.02,1399.95,1588.4,391,554.7,522.25,642.01,47.2,39.01,23.547,2387.96,2387.98,8.3913,125
28,13,9066.09,8149.44,1397.28,1583.34,392,554.82,522.08,641.58,47.08,38.97,23.4033,2387.99,2388.01,8.3841,125
28,14,9051.05,8141.24,1401.43,1585.59,391,554.8,522.34,641.9,47.21,39.03,23.3883,2387.98,2387.99,8.3898,125
28,15,9049.26,8143.08,1395.37,1583.1,391,554.91,522.39,641.55,47.18,39.01,23.5113,2387.99,2388.05,8.3717,125
28,16,9062.03,8144.72,1394.28,1582.29,392,555.09,522.27,641.86,47.28,38.95,23.3424,2387.96,2388.06,8.3851,125
28,17,9065.75,8136.66,1398.89,1581.72,392,555.02,522.48,641.88,47.09,39.1,23.4449,2387.99,2387.99,8.3755,125
28,18,9067.04,8145.74,1396.29,1589.7,392,554.92,521.82,642.12,47.3,39.13,23.4849,2388.04,2387.98,8.446,125
28,19,9066.55,8144.02,1399.73,1580.18,390,555.19,522.06,641.86,47.29,38.97,23.4707,2387.98,2387.96,8.3974,125
28,20,9070.68,8150.85,1398.68,1588.55,390,554.98,522.33,642.38,47.21,39.02,23.526,2387.99,2387.97,8.3633,125
28,21,9070.94,8143.52,1396.72,1583.54,392,554.41,522.61,641.8,47.29,39.14,23.3621,2388.01,2388.08,8.419,125
28,22,9062.74,8145.17,1397.42,1585.14,390,554.77,522.2,641.96,47.22,39.04,23.3614,2388.04,2387.94,8.3809,125
28,23,9070.1,8147.37,1389.11,1592.12,390,554.32,522.58,642.24,47.24,38.84,23.4896,2387.92,2387.99,8.3752,125
28,24,9059.83,8149.0,1397.66,1586.78,391,554.32,522.94,641.96,47.18,39.02,23.4439,2387.99,2388.01,8.3832,125
28,25,9052.73,8138.98,1393.05,1584.17,391,553.95,522.35,641.99,47.24,39.12,23.4736,2387.99,2388.0,8.3855,125
28,26,9056.03,8138.44,1399.65,1583.55,391,554.59,522.16,642.27,47.07,39.01,23.4683,2387.99,2388.02,8.4107,125
28,27,9070.27,8146.95,1396.48,1578.48,391,554.14,522.67,641.98,47.23,38.97,23.5858,2388.0,2388.04,8.4122,125
28,28,9063.64,8148.62,1400.03,1577.83,393,555.26,522.4,641.31,47.13,39.12,23.5554,2387.99,2387.98,8.4115,125
28,29,9057.08,8151.44,1396.35,1581.94,390,554.65,522.43,641.91,47.36,38.9,23.4527,2388.04,2387.96,8.4109,125
28,30,9060.75,8147.77,1398.37,1591.83,391,554.52,522.66,641.9,47.18,39.07,23.3106,2388.0,2387.97,8.4159,125
28,31,9060.02,8146.85,1396.67,1583.14,393,553.91,522.21,642.59,47.15,39.06,23.4405,2388.01,2387.97,8.3923,125
28,32,9061.77,8147.61,1398.27,1577.38,392,554.45,521.9,641.96,47.12,39.11,23.4599,2387.97,2387.98,8.364,125
28,33,9063.8,8147.2,1399.7,1579.87,390,554.87,522.53,642.1,47.27,38.97,23.3332,2387.99,2388.04,8.3637,125
28,34,9069.76,8154.71,1398.24,1594.85,390,554.5,522.25,642.59,47.14,38.84,23.3499,2387.92,2388.02,8.4059,125
28,35,9066.54,8142.79,1392.22,1590.98,392,554.57,522.45,642.13,47.23,39.01,23.4664,2387.93,2387.97,8.4076,125
28,36,9052.62,8141.16,1398.33,1574.52,393,554.14,522.34,641.41,47.23,38.96,23.3854,2388.03,2387.99,8.4202,125
28,37,9068.16,8146.26,1392.17,1581.94,391,555.38,522.07,641.84,47.13,39.13,23.4107,2388.02,2388.07,8.3763,125
28,38,9068.32,8144.52,1398.96,1583.68,391,554.18,522.41,641.66,47.06,39.14,23.5379,2387.96,2388.06,8.409,125
28,39,9068.8,8145.17,1389.12,1592.26,393,554.08,521.95,642.19,47.27,39.19,23.3943,2387.98,2387.98,8.4104,125
28,40,9064.71,8147.36,1406.12,1587.66,392,554.67,522.0,642.01,47.11,39.2,23.3242,2387.97,2388.01,8.3907,125
